标题,时间,详情页链接,正文
银川市三区开展核酸检测,2021-10-22 14:59:52,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F22%2FARTIuhoTVSLhHuh1r8q4wlK2211022.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,银川月日至日，对银川市兴庆区金凤区西夏区人员开展核酸检测。
湖南长沙新增2例新冠核酸阳性检测者 轨迹公布,2021-10-24 07:42:44,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F24%2FARTIlTUhsUXzg9so3yVYC3bC211024.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"央视网消息据长沙发布微信公众号消息，月日晚，长沙市在对长沙县定点酒店集中隔离人员的例行检测中，检出例新冠病毒核酸阳性者。

阳性检测者张某某，为甘肃省嘉峪关人，来长沙参加由江苏某企业举办的智能洗涤观摩活动。系长沙县前期通报确诊病例蒋某某同行外省来长沙人员。月日晚已由长沙县定点集中隔离管理，一日连续天每日核酸检测结果均为阴性。日检出阳性，现已转运至长沙市公共卫生救治中心。

阳性检测者许某某，为浙江省湖州人，来长沙参加由江苏某企业举办的智能洗涤观摩活动。系长沙县前期通报确诊病例蒋某某的密切接触者，月日晚已由长沙县定点集中隔离管理，一日连续天每日核酸检测结果均为阴性。日检出阳性，现已转运至长沙市公共卫生救治中心。

活动轨迹


"
内蒙古额济纳：今起，每天对重点地区、重点人群进行日常核酸检测,2021-11-06 13:22:25,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F06%2FARTIxypkLIyP6bcYG53TCDeT211106.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"中国额济纳微信公众号消息，额济纳旗新冠肺炎防控工作指挥部发布通告称，做好重点地区重点人群日常核酸检测是当前疫情防控工作的重中之重。为切实做好新冠肺炎疫情防控工作，坚决防止疫情反弹，额济纳旗决定开展重点地区重点人群日常核酸检测。
现将有关事项通知如下。
一时间安排
年月日起，每天对重点地区重点人群进行日常核酸检测。
二检测范围
各隔离点按规定应进行日检测的人员
援额医护人员本地医护人员及集中观察的各类人员
拟解除隔离人员
社会管控组推送的应进行核酸检测的人员
辖区高速收费站加油站加气站服务区工矿区等流动人口较多的地区
策克口岸重点地区重点人群。
三注意事项
请重点地区重点人群根据工作人员的通知指引，有序到指定地点开展核酸检测，确保应检尽检不漏一人。检测时，请所有人员全程佩戴口罩，听从现场工作人员指挥，按照间隔米的要求自觉排队，不交谈，不聚集，保证重点地区重点人群核酸检测工作顺利进行。"
西安：外省旅行团传播链密接者核酸检测均为阴性,2021-10-25 15:19:23,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F25%2FARTITVWgLwCXR3Rf53JxPESX211025.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,月日，西安市召开疫情防控新闻发布会。西安市卫生健康委副主任丁力介绍，外省旅行团传播链涉外省游客人本地密接人。截至日时，现管控密接人，核酸检测均为阴性。现管控次密接人，核酸检测均为阴性。现管控各点位涉及的潜在密接人，核酸检测阴性人。核查出同时空伴随者人，均已落实管控核酸检测全部阴性。
江西铅山发现一例核酸检测阳性确诊病例 行程轨迹发布,2021-10-30 17:46:25,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F30%2FARTIDF5nV1zyuCslf3XbteEO211030.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"年月日，我县葛仙山镇发现一名新冠病毒核酸检测阳性人员。现将有关情况通告如下

林，女，铅山县葛仙山镇南耕村人。经初步流调，其自月日以来行程轨迹如下

月日日，在葛仙村度假区仙村客驿餐厅工作，住集体宿舍，期间曾往返葛仙山镇朱村。

月日上午到港东村中学对面永安餐馆拿菜，随后到港东村日丰超市买东西。下午到葛仙山南耕村看望家人出入葛仙山杨村农业银行对面快递点及圆通手机店，后无外出。

月日上午与家人一同前往湖坊镇。在湖坊镇镇区超市买菜，在超市对面的卡贝希诺母婴店购买儿童用脸霜到湖坊卫生院就医，从卫生院离开，到湖坊镇红绿灯水果店买水果，随后驾车回家后无外出。


月日中午点返回葛仙村度假区。

目前，我县已按照有关要求严格落实流调排查核酸检测人员管控场所封控等防控措施，并对排查出的密切接触者和次密接人员采取集中隔离医学观察等管控措施。请广大市民严格遵守疫情防控规定，自觉配合落实疫情防控措施，保持戴口罩勤洗手常通风不聚集等良好卫生习惯。提醒月日以来有葛仙山镇旅居史，在上述时间段与核酸检测阳性人员有接触或轨迹有交叉的人员，立即向社区和工作单位报告，配合做好核酸检测健康监测等管控措施。

特此通告。

铅山县新冠肺炎疫情防控

应急指挥部办公室代章

年月日"
内蒙古包头升级防控措施 外地返包需持核酸阴性证明,2021-10-25 21:34:29,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F25%2FARTInC6m2KpMoGKjs2GZsRHR211025.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"内蒙古自治区包头市新型冠状病毒感染肺炎防控工作指挥部发布通告，今天日起凡从包头市以外地区往返包头市人员，一律需持健康码或行程码，以及小时核酸检测阴性证明方可进入包头市。无法提供小时核酸检测阴性证明的，要在第一入市地点向属地报备，由相应旗县区组织在小时内完成核酸检测。等待检测结果期间，要加强人员管理，做好个人防护，减少流动检测结果为阴性后，方可有序流动。对高风险地区来返包头市人员实施天集中隔离次核酸检测的管控措施。
总台记者金建军"
动画版神还原：当儿童医院护士去高校做核酸……,2021-11-04 09:26:46,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F04%2FARTIyvQd0foCIAncrH4NdSqx211104.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,
保定：涿州、涞水往来北京通勤人员需持单位证明、核酸报告,2021-10-25 14:04:14,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F10%2F25%2FARTIv7hkCg4710RsRMmO9Rn4211025.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"自月日保定市发现两例无症状感染者后，疫情防控各项措施正在落地实施。针对广大市民关心的出行管理问题，按照省疫情防控规定，现公布如下
一出保管理
非必要不出保非必要不出境
不到国内省内中高风险地区及国内阳性感染者病例报告地区
去往北京张家口冬奥会举办地的，须持有小时核酸检测阴性证明，出示绿色健康码和行程码
涿州市涞水县毗邻北京，执行北京出行管控措施涿州涞水到北京往来的通勤人员，需持单位证明工作证，日内核酸检测阴性证明，绿色健康码绿色行程码来往两地。
二来保返保管理
国内低风险地区来返保人员，需出示绿色健康码行程码，做好自我防护
国内中高风险地区来返保人员国外入境离岸后来返保人员，到保实行集中隔离
国内中高风险地区所在县区来返保人员国内出现阳性感染者地区所在县区来返保人员，到保实行居家医学观察
国内中高风险地区所在的地市级来返保人员出现阳性感染者所在的地市级来返保人员，到保实行居家健康监测
跨省流动人员到保后，必须到所在社区村镇进行报备，并进行一次核酸检测，配合落实疫情防控措施。
保定市疾病预防控制中心
年月日"
青海西宁核酸检测点的“卫宁”们：坚守40小时换“暖心 安心”,2021-10-31 10:49:45,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fpeople.cctv.com%2F2021%2F10%2F31%2FARTIwkmQyX0YfsFztQzvLbQI211031.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D9,"图为家长带着孩子进行核酸检测采样。潘雨洁摄
中新网西宁月日电题青海西宁核酸检测点的卫宁们坚守小时换暖心安心
作者潘雨洁祁妙
周末晚十点，青海省西宁市不见平日的彩色霓虹，餐馆棋牌室酒店拉下卷闸门，街道上车辆行人稀少。
出租车司机马金库打算收工了，平时这会儿是乘客最多的时候，现在上车必扫两码戴口罩，限载两人，都是出于安全考虑。他说。
高原夜间气温降至度左右，青海省人民医院急诊楼前的小广场上，老惠拉紧上衣拉链来回巡走，口罩上的眼镜片满是雾气。
请大家在线预约，不要扎堆，保持安全距离。老惠和巡护队员们拿着喇叭走过队伍，人们间隔一米，用手机扫描路旁提示板上的二维码，按图示步骤挂号缴费。

图为青海省人民医院核酸采集窗口前的提示板。潘雨洁摄
月日时分，西宁市新增名新冠肺炎病毒核酸检测阳性人员。
从当天上午点开始，市民们在医院门口排起长队做核酸检测，人最多时队伍差不多一公里长，一直排到了下个公交站。老惠说。
医院临时搭起帐篷增设检测点，目前共开辟个窗口小时采集样本，每间隔一段时间，窗口交替关闭消毒器械，保证安全的同时节省等候时间。
入口处，做核酸检测的市民由医护人员依次查验两码和挂号信息，经之字形通道前往采样窗口。
这样可以有效疏导人流，避免聚集。老惠说，高龄老人行动不便者均设绿色通道直接引至窗口。碰到聋哑人，我们比手势或帮助他们在手机上操作。

图为核酸采集窗口前排队等候的市民。潘雨洁摄
记者看到，每个采样窗口前均设有汉英藏语提示板，医护人员临时用黑色记号笔在塑料泡沫上写明领取结果的温馨提示。
窗口前排队的市民中，有刚下火车拉着行李箱的人，也有不少带孩子的家长。
昨晚十一点过来，人还是很多，郭英一家排两次队才做上检测，儿子的学校要求学生做，尽早做完，我就安心了。她说。
徐先生的超市就开在医院对面，昨天他刚带着妻子测完核酸，看着队很长，没想到等了十几分钟就排到了，手机上可以直接看结果，挺方便的。他笑着说。
医院门口，施工队正在吊车下通宵赶工，尽快铺通道路。医院为余名工人安排医护人员，在工地上完成采样。
凌晨，采样窗口的白炽灯还亮着，老惠带着巡护队员们挺了近小时，嗓子已经说不出话了。
老惠有心梗，匆匆回家吃了药，又赶回现场，队员们困了就在警务室沙发上眯一会，医院食堂送来的热盒饭，吃到嘴里时总是凉的。
周末会有更多上班族和学生来检测，所以我们不能放松。没聊几句，老惠的对讲机又响了，他转身向采样点走去，红蓝色的肩灯闪烁在夜色中。
老惠名叫惠卫宁，是青海省人民医院保卫科巡护队队长。
据西宁市新冠肺炎疫情防控处置工作指挥部消息，截至日时，全市封控区管控区防范区开展核酸检测采样人份，结果均为阴性。完"
流动采样，下楼即检！平房区多举措推动全员核酸检测,2021-11-05 20:46:21,https://search.cctv.com/link_p.php?targetpage=https%3A%2F%2Fnews.cctv.com%2F2021%2F11%2F05%2FARTIa01IwoHoFsuiR8m2K3dA211105.shtml&point=web_normal&ref=https%3A%2F%2Fsearch.cctv.com%2Fsearch.php%3Fqtext%3D%E6%A0%B8%E9%85%B8%26type%3Dweb%26sort%3Drelevance%26vtime%3D%26datepid%3D1%26channel%3D%26page%3D10,"楼居民准备核酸检测了，通知到的单元住户逐一下楼，请大家保持米距离，熟人也别聚堆唠嗑！月日早上点，平房区启动第五轮全员核酸检测工作，联盟街道滨江社区楼楼长李楠点分就穿着军大衣拿着登记本，站在楼前开始和街道社区工作人员志愿者一起组织居民有序检测。

检测点前移到居民楼下
记者在检测现场看到，楼前道路上设置了一张类似学生课桌大小的带轮小桌，两名工作人员正在桌前忙着为居民采样，楼前排队的居民并不多，大约人左右。身穿红马甲的志愿者站在队伍旁维持秩序扫描身份证，检测点现场没有人员聚集，检测工作有序高效地进行着。


为了避免居民排队，提高检测效率，我们变固定检测点为流动检测点，并将检测点前移至居民楼下，让百姓少走路少等待。联盟街道副书记何伟告诉记者，采用流动检测桌可以在每栋楼前流动检测，工作人员采取个单元一通知人为一组的检测方式，不仅避免聚集，还大大提高了检测效率。我利用课间分钟时间，就下楼做了个核酸检测，很方便。家住机电家园的学生温晗歌说，接到工作人员挨家挨户通知后，自己就利用网课课间下楼检测，大约几分钟就完事，正好透透气。

日上午，记者连续走访了联盟街道滨江社区联盟街道治国社区平盛街道宇光社区等辖区检测点，发现各检测点均采取户外流动检测与入户上门检测同步推进的检测方式，检测效率均有不同程度提高。
四个到位提高检测质效
联盟街道滨江社区共有栋楼约名常住居民，因属于老旧小区，居民楼多没有电梯，而且大厂退休职工多老弱群体多。据何伟介绍，联盟街道不断优化检测流程，摸索出事先准备到位现场组织到位志愿服务到位群众配合到位四个到位举措，有效提高了全员核酸检测效率，目前辖区每一轮全员核酸检测时间已由过去的将近天，缩短到个小时左右，是平房区检测效率较快的辖区。


为了提高检测工作效率，每天晚上工作人员都把第二天需要的所有检测材料物资准备齐全，摆放有序，然后通过线上线下通知方式，确保不漏一户不落一人。通过一个单元一个楼一检测，可以第一时间准确掌握谁没检测，然后敲门组马上上楼点对点通知。李楠说，每个检测点同时为残疾人学生等特殊群体开通了绿色通道。

请把身份证再举高一点，谢谢！在检测现场，活跃着一名后志愿者徐宇萱，他是李楠的儿子，在黑龙江省旅游学院读大三。徐宇萱说，作为年轻人，尽一份力是应该的，同学听说他加入了志愿者队伍，都为他点赞。

滨江社区女同志多，徐宇萱非常有后担当，重活抢着干，每天从早忙到晚。何伟说，此次疫情防控，多亏有这些志愿者的全力奉献和百姓的支持配合，只要大家共同努力，一定会早日战胜疫情。"
